company_name,current_status,b_corp_profile,website,assessment_year,overall_score
Green Mountain Power,certified,bcorporation.net/directory/green-mountain-power,www.greenmountainpower.com,2016,86.2
Green Mountain Power,certified,bcorporation.net/directory/green-mountain-power,www.greenmountainpower.com,2014,84.3
Austral Consultores SpA,certified,bcorporation.net/directory/austral-consultores-sp-a,www.australc.cl,2019,80.9
"W.S. Badger Co, Inc.",certified,bcorporation.net/directory/ws-badger-co-inc,www.badgerbalm.com,2016,141.2
"W.S. Badger Co, Inc.",certified,bcorporation.net/directory/ws-badger-co-inc,www.badgerbalm.com,2015,137.8
"W.S. Badger Co, Inc.",certified,bcorporation.net/directory/ws-badger-co-inc,www.badgerbalm.com,2012,121.8
Possible Future,certified,bcorporation.net/directory/possible-future,www.possible-future.com,2019,86.3
The Redwoods Group,certified,bcorporation.net/directory/the-redwoods-group,redwoodsgroup.com,2017,96.9
The Redwoods Group,certified,bcorporation.net/directory/the-redwoods-group,redwoodsgroup.com,2015,95.7
The Redwoods Group,certified,bcorporation.net/directory/the-redwoods-group,redwoodsgroup.com,2014,102.2
The Redwoods Group,certified,bcorporation.net/directory/the-redwoods-group,redwoodsgroup.com,2012,111.9
AccertaClaim Servicorp Inc.,certified,bcorporation.net/directory/accertaclaim-servicorp-inc,www.accerta.ca,2016,93
A to Z Wineworks,certified,bcorporation.net/directory/a-to-z-wineworks,www.atozwineworks.com,2018,121.8
A to Z Wineworks,certified,bcorporation.net/directory/a-to-z-wineworks,www.atozwineworks.com,2016,136.7
A to Z Wineworks,certified,bcorporation.net/directory/a-to-z-wineworks,www.atozwineworks.com,2014,102.7
Guayaki Sustainable Rainforest Products,certified,bcorporation.net/directory/guayaki-sustainable-rainforest-products,guayaki.com,2018,119.8
Guayaki Sustainable Rainforest Products,certified,bcorporation.net/directory/guayaki-sustainable-rainforest-products,guayaki.com,2016,128.4
Guayaki Sustainable Rainforest Products,certified,bcorporation.net/directory/guayaki-sustainable-rainforest-products,guayaki.com,2013,118.1
Guayaki Sustainable Rainforest Products,certified,bcorporation.net/directory/guayaki-sustainable-rainforest-products,guayaki.com,2011,112.7
Modern Energy,certified,bcorporation.net/directory/modern-energy,www.modern.energy,2016,107.5
UpDIG,certified,bcorporation.net/directory/updig,UpDIG.is,2017,96
Noticias Positivas,certified,bcorporation.net/directory/noticias-positivas,noticiaspositivas.org,2016,88.9
Noticias Positivas,certified,bcorporation.net/directory/noticias-positivas,noticiaspositivas.org,2014,82.3
Vistage S.A. Argentina,certified,bcorporation.net/directory/vistage-sa-argentina,www.vistage.com.ar,2017,83.4
MacKay CEO Forums,certified,bcorporation.net/directory/mac-kay-ceo-forums,mackayceoforums.com,2018,85.1
Ecodeo,certified,bcorporation.net/directory/ecodeo,www.ecodeo.co,2016,85.8
"Donegood, PBC",certified,bcorporation.net/directory/donegood-pbc,donegood.co,2016,103.2
Assurity Life Insurance Company,certified,bcorporation.net/directory/assurity-life-insurance-company,www.assurity.com,2017,83.8
Assurity Life Insurance Company,certified,bcorporation.net/directory/assurity-life-insurance-company,www.assurity.com,2015,82.4
Skyline Hawai'i,certified,bcorporation.net/directory/skyline-hawaii,www.skylinehawaii.com,2018,81.3
The Alinker Inventions Ltd,certified,bcorporation.net/directory/the-alinker-inventions-ltd,www.thealinker.com,2017,94.5
AppHarvest,certified,bcorporation.net/directory/app-harvest,appharvest.com,2019,82.8
Macphie Ltd,certified,bcorporation.net/directory/macphie-ltd,www.macphie.com,2017,97.9
Macphie Ltd,certified,bcorporation.net/directory/macphie-ltd,www.macphie.com,2015,81.4
Azavea,certified,bcorporation.net/directory/azavea,azavea.com,2016,105.6
Azavea,certified,bcorporation.net/directory/azavea,azavea.com,2014,110.4
Azavea,certified,bcorporation.net/directory/azavea,azavea.com,2012,119.2
MUD Jeans International,certified,bcorporation.net/directory/mud-jeans-international,www.mudjeans.eu,2017,87.7
MUD Jeans International,certified,bcorporation.net/directory/mud-jeans-international,www.mudjeans.eu,2014,91.2
La Ciudad Posible SRL,certified,bcorporation.net/directory/la-ciudad-posible-srl,laciudadposible.net,2017,85.9
La Ciudad Posible SRL,certified,bcorporation.net/directory/la-ciudad-posible-srl,laciudadposible.net,2015,83.5
Greenheart Business Consulting Ltd,certified,bcorporation.net/directory/greenheart-business-consulting-ltd,www.greenheartbusiness.com,2017,80.9
Sorriso e Salute Srl,certified,bcorporation.net/directory/sorriso-e-salute-srl,www.sorrisoesalutechioggia.it,2017,80
Ando Reciclaje,certified,bcorporation.net/directory/ando-reciclaje,www.andoreciclaje.com,2017,80.6
Ando Reciclaje,certified,bcorporation.net/directory/ando-reciclaje,www.andoreciclaje.com,2015,81.7
Culture Amp,certified,bcorporation.net/directory/culture-amp,Cultureamp.com,2017,86.3
"Ever Better, PBC",certified,bcorporation.net/directory/ever-better-pbc,www.everbetter.co,2018,97.1
Left,certified,bcorporation.net/directory/left,left.io,2016,101
Conscious Brands,certified,bcorporation.net/directory/conscious-brands,www.consciousbrands.com,2016,97.1
Conscious Brands,certified,bcorporation.net/directory/conscious-brands,www.consciousbrands.com,2014,108.2
Conscious Brands,certified,bcorporation.net/directory/conscious-brands,www.consciousbrands.com,2012,96.6
SICLO RURAL,certified,bcorporation.net/directory/siclo-rural,www.siclorural.com.ar,2017,86.1
OTAVIANO BODEGA & VI•EDOS,certified,bcorporation.net/directory/otaviano-bodega-vinedos,bodegaotaviano.com/contacto.html,2017,82.4
Rosario Bio Energy,certified,bcorporation.net/directory/rosario-bio-energy,WWW.ROSARIOBIOENERGYSA.COM,2017,108.6
Tonka SA,certified,bcorporation.net/directory/tonka-sa,www.tonkasa.com.ar,2016,90.3
Tonka SA,certified,bcorporation.net/directory/tonka-sa,www.tonkasa.com.ar,2014,91.9
RECYCART SRL,certified,bcorporation.net/directory/recycart-srl,www.recycart.com,2017,81.8
AGLH/ Estancia Las Quinas,certified,bcorporation.net/directory/aglh-estancia-las-quinas,www.aglh.com.ar,2017,96.2
Infopan SRL,certified,bcorporation.net/directory/infopan-srl,www.infopan.com.ar,2016,81.5
GMF Latinoamericana SA,certified,bcorporation.net/directory/gmf-latinoamericana-sa,www.gmfsa.com.ar,2017,85.8
Reborn,certified,bcorporation.net/directory/reborn-co-ltd,www.reborn.com.tw,2019,106.3
Reborn,certified,bcorporation.net/directory/reborn-co-ltd,www.reborn.com.tw,2016,94.2
HAATCH (formerly AK2C),certified,bcorporation.net/directory/haatch-formerly-ak2c,www.haatch.fr,2018,95.7
Lumo,certified,bcorporation.net/directory/lumo,www.lumo-france.com,2017,87.4
Lumo,certified,bcorporation.net/directory/lumo,www.lumo-france.com,2015,91.4
Lamarck Group,certified,bcorporation.net/directory/lamarck-group,www.lamarck-group.com,2019,82.7
BetterWorld Telecom,certified,bcorporation.net/directory/betterworld-telecom,betterworldtelecom.com,2017,96
BetterWorld Telecom,certified,bcorporation.net/directory/betterworld-telecom,betterworldtelecom.com,2015,88.1
BetterWorld Telecom,certified,bcorporation.net/directory/betterworld-telecom,betterworldtelecom.com,2012,90.7
Merry Year Social Company (MYSC),certified,bcorporation.net/directory/merry-year-social-company-mysc,www.mysc.co.kr,2018,98.8
Merry Year Social Company (MYSC),certified,bcorporation.net/directory/merry-year-social-company-mysc,www.mysc.co.kr,2016,110.5
"Ishii Zouen Landscape Co., Ltd.",certified,bcorporation.net/directory/ishii-zouen-landscape-co-ltd,www.ishii-zouen.co.jp,2018,81.9
"Ishii Zouen Landscape Co., Ltd.",certified,bcorporation.net/directory/ishii-zouen-landscape-co-ltd,www.ishii-zouen.co.jp,2016,106.5
Bettr Barista,certified,bcorporation.net/directory/bettr-barista,www.bettr.group,2017,109.8
Bettr Barista,certified,bcorporation.net/directory/bettr-barista,www.bettr.group,2015,109
Small Giants Australia,certified,bcorporation.net/directory/small-giants-australia,www.smallgiants.com.au/,2016,89.1
Small Giants Australia,certified,bcorporation.net/directory/small-giants-australia,www.smallgiants.com.au/,2014,102.5
Small Giants Australia,certified,bcorporation.net/directory/small-giants-australia,www.smallgiants.com.au/,2012,99.6
Pangolin Associates,certified,bcorporation.net/directory/pangolin-associates,www.pangolinassociates.com,2016,93.5
Pangolin Associates,certified,bcorporation.net/directory/pangolin-associates,www.pangolinassociates.com,2014,101.3
Silver Chef,certified,bcorporation.net/directory/silver-chef,silverchefgroup.com.au,2017,92.8
Silver Chef,certified,bcorporation.net/directory/silver-chef,silverchefgroup.com.au,2015,83.1
Rally Assets,certified,bcorporation.net/directory/purpose-capital,www.rallyassets.com,2018,97.6
Rally Assets,certified,bcorporation.net/directory/purpose-capital,www.rallyassets.com,2015,97
Rally Assets,certified,bcorporation.net/directory/purpose-capital,www.rallyassets.com,2012,123.9
Spacecubed,certified,bcorporation.net/directory/spacecubed,www.spacecubed.com,2017,91.1
Sienna Byron Bay Pty Ltd,certified,bcorporation.net/directory/sienna-byron-bay-pty-ltd,www.siennabyronbay.com.au,2018,85.5
TOMS,certified,bcorporation.net/directory/toms,toms.com,2018,96.3
Proyecto Agua Segura,certified,bcorporation.net/directory/proyecto-agua-segura,www.aguasegura.com.ar,2017,108.9
Closed Loop Partners,certified,bcorporation.net/directory/closed-loop-partners,www.closedlooppartners.com,2017,99.2
Wallaroo Hat Company,certified,bcorporation.net/directory/wallaroo-hat-company,www.wallaroohats.com,2019,81.1
Wallaroo Hat Company,certified,bcorporation.net/directory/wallaroo-hat-company,www.wallaroohats.com,2016,80.5
Wallaroo Hat Company,certified,bcorporation.net/directory/wallaroo-hat-company,www.wallaroohats.com,2014,81.7
"Eco-Products, Inc.",certified,bcorporation.net/directory/eco-products-inc,www.ecoproducts.com,2018,82.6
"Eco-Products, Inc.",certified,bcorporation.net/directory/eco-products-inc,www.ecoproducts.com,2016,81.4
Askov Finlayson,certified,bcorporation.net/directory/askov-finlayson,www.askovfinlayson.com,2019,80.7
PROVOC,certified,bcorporation.net/directory/provoc,www.provoc.me/,2018,81.7
PROVOC,certified,bcorporation.net/directory/provoc,www.provoc.me/,2016,89.5
Manitoba Harvest Hemp Foods,certified,bcorporation.net/directory/manitoba-harvest-hemp-foods,www.manitobaharvest.com,2018,92.5
Manitoba Harvest Hemp Foods,certified,bcorporation.net/directory/manitoba-harvest-hemp-foods,www.manitobaharvest.com,2016,96.5
Manitoba Harvest Hemp Foods,certified,bcorporation.net/directory/manitoba-harvest-hemp-foods,www.manitobaharvest.com,2014,94.8
Mokulua High Performance Builder,certified,bcorporation.net/directory/mokulua-high-performance-builder,www.mokuluahpb.com,2017,121.7
OMISTA Credit Union,certified,bcorporation.net/directory/omista-credit-union,www.omista.com,2018,100.4
OMISTA Credit Union,certified,bcorporation.net/directory/omista-credit-union,www.omista.com,2014,91.2
ONE CREATION Cooperative,certified,bcorporation.net/directory/one-creation-cooperative,www.onecreation.org,2016,82.7
BRM,certified,bcorporation.net/directory/brm-projects,www.BRMprojects.com.au,2017,90.9
Vista Caballo,certified,bcorporation.net/directory/vista-caballo,www.vistacaballo.com,2019,124.4
Vista Caballo,certified,bcorporation.net/directory/vista-caballo,www.vistacaballo.com,2016,119.8
Vista Caballo,certified,bcorporation.net/directory/vista-caballo,www.vistacaballo.com,2014,111.1
Vista Caballo,certified,bcorporation.net/directory/vista-caballo,www.vistacaballo.com,2012,94.9
"North, Inc.",certified,bcorporation.net/directory/north-inc,www.north.com,2016,87.8
"Morton Solar, LLC",certified,bcorporation.net/directory/morton-solar-llc,www.mortonsolar.com,2018,93.3
Sustainable Pacific Consulting,certified,bcorporation.net/directory/susty-pacific,www.sustypacific.com,2018,106.7
Sustainable Pacific Consulting,certified,bcorporation.net/directory/susty-pacific,www.sustypacific.com,2016,97.6
Envest Microfinance,certified,bcorporation.net/directory/envest-microfinance-public-benefit-corporation,envestmicrofinance.org,2019,96.5
Patton Valley Vineyard,certified,bcorporation.net/directory/patton-valley-vineyard,www.pattonvalley.com,2017,82.2
"Blackbird Benefits Collective, LLC",certified,bcorporation.net/directory/blackbird-benefits-collective-llc,www.blackbirdbenefits.org,2019,104.9
Fireclay Tile,certified,bcorporation.net/directory/fireclay-tile,www.fireclaytile.com,2016,91.5
Fireclay Tile,certified,bcorporation.net/directory/fireclay-tile,www.fireclaytile.com,2014,80.3
Generous Minds,certified,bcorporation.net/directory/generous-minds,www.generous-minds.com,2017,131.6
Generous Minds,certified,bcorporation.net/directory/generous-minds,www.generous-minds.com,2015,122.9
Grupo Florex,certified,bcorporation.net/directory/grupo-florex,www.florexcr.com,2017,86.8
ShoppingGives,certified,bcorporation.net/directory/shopping-gives,shoppinggives.com,2018,89.3
Techstars,certified,bcorporation.net/directory/techstars,www.techstars.com,2019,95.6
Techstars,certified,bcorporation.net/directory/techstars,www.techstars.com,2016,82.2
Revenue Automation Inc,certified,bcorporation.net/directory/revenue-automation-inc,www.revenueautomation.com,2016,91.1
SCP,certified,bcorporation.net/directory/scp,www.aboutscp.com,2016,89.4
3x5 Partners,certified,bcorporation.net/directory/3x5-partners,www.3x5partners.com,2017,91.1
The Revelry Group,certified,bcorporation.net/directory/the-revelry-group,www.revelrygroup.com,2016,85.8
Ediciones SM SAC,certified,bcorporation.net/directory/ediciones-sm-sac,sm.com.pe,2018,101.1
New Hope Ecotech,certified,bcorporation.net/directory/new-hope-ecotech,www.eureciclo.com.br,2016,87.1
Waldron,certified,bcorporation.net/directory/waldron,www.waldronhr.com,2016,96.7
Waldron,certified,bcorporation.net/directory/waldron,www.waldronhr.com,2014,87.3
Waldron,certified,bcorporation.net/directory/waldron,www.waldronhr.com,2012,91.9
"Solberg Manufacturing, Inc.",certified,bcorporation.net/directory/solberg-manufacturing-inc,www.solbergmfg.com,2017,102.5
"Solberg Manufacturing, Inc.",certified,bcorporation.net/directory/solberg-manufacturing-inc,www.solbergmfg.com,2015,95.6
"Solberg Manufacturing, Inc.",certified,bcorporation.net/directory/solberg-manufacturing-inc,www.solbergmfg.com,2013,97.6
Shadow,certified,bcorporation.net/directory/shadow,ShadowApp.com,2017,87.7
Klean Kanteen,certified,bcorporation.net/directory/klean-kanteen,www.kleankanteen.com,2019,100.1
Klean Kanteen,certified,bcorporation.net/directory/klean-kanteen,www.kleankanteen.com,2016,105.4
Klean Kanteen,certified,bcorporation.net/directory/klean-kanteen,www.kleankanteen.com,2014,98.8
Klean Kanteen,certified,bcorporation.net/directory/klean-kanteen,www.kleankanteen.com,2012,82.4
YssyTecnologia S.A.,certified,bcorporation.net/directory/yssy-tecnologia-sa,http://www.yssy.com.br/,2019,81.3
Rizoma Agricultura Regenerativa,certified,bcorporation.net/directory/rizoma-agricultura-regenerativa,www.rizoma-agro.com,2019,86.5
Ox Verte,certified,bcorporation.net/directory/ox-verte,www.oxverte.com,2016,88.2
Education for Good CIC Ltd.,certified,bcorporation.net/directory/education-good-cic-ltd,www.education-for-good.com,2017,87.4
Education for Good CIC Ltd.,certified,bcorporation.net/directory/education-good-cic-ltd,www.education-for-good.com,2016,91.3
Lendahand,certified,bcorporation.net/directory/lendahand,www.lendahand.com,2018,93.8
Lendahand,certified,bcorporation.net/directory/lendahand,www.lendahand.com,2016,114.1
Crystal Creek Logistics,certified,bcorporation.net/directory/crystal-creek-logistics,www.crystalcreeklogistics.com,2017,92.7
Crystal Creek Logistics,certified,bcorporation.net/directory/crystal-creek-logistics,www.crystalcreeklogistics.com,2015,81.1
Beyond Bank Australia,certified,bcorporation.net/directory/beyond-bank-australia,www.beyondbank.com.au,2017,97.5
Beyond Bank Australia,certified,bcorporation.net/directory/beyond-bank-australia,www.beyondbank.com.au,2015,105.4
TAZE KURU GIDA INC,certified,bcorporation.net/directory/taze-kuru-gida-inc,www.tazekuru.com,2018,80.5
TAZE KURU GIDA INC,certified,bcorporation.net/directory/taze-kuru-gida-inc,www.tazekuru.com,2016,88.1
